GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
475,8055NIG,72312,07/08/2015,2015,1,Violence against civilians,Police Forces of Nigeria (2015-),,1,Civilians (Nigeria),,7,17,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,The Sun (Nigeria),A commercial driver is shot and killed by police after he refuses to pay a bribe. The shooting caused two days a violent protests.,1
475,8056NIG,72313,08/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Akwa Ibom,Mbo,,Ebughu,4.67914,8.26515,1,Leadership (Abuja),Four are dead following a violent protest against unpaid salaries.,4
475,8057NIG,72314,08/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,The Nation (Nigeria),Commercial drivers and their sympathisers violently protest for a second day in Port Harcourt. The reason for the protest is related to the killing of driver by police the previous day. The reason for the police killing is believed to be related to the offering of a bribe.,0
475,8058NIG,72315,08/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Anambra,Njikoka,,Abagana,6.18420,6.97655,1,Nigerian Tribune,"Over 2000 people from Abagana Community in Njikoka Local Government Area of Anambra State, embarked on a peaceful protest against the alleged illegalities of the Local Government Chairman in the area as well as unpaid salaries.",0
475,8059NIG,72316,08/08/2015,2015,2,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Akwa Ibom,Uyo,,Uyo,5.03333,7.92657,1,Daily Independent (Lagos),"Protest against government corruption ""at the weekend"" in Uyo.",0
475,8060NIG,72317,08/08/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Pirates (Nigeria),,3,13,Nigeria,Bayelsa,Nembe,,Nembe,4.53940,6.40034,2,This Day (Lagos),"Suspected sea pirates attacked a military post at Ogbolomabiri in Nembe local government area, killing five. It is believed the pirates are attempting to gain control of the area.",5
475,8061NIG,72318,08/08/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Benue,Makurdi,,Makurdi,7.74110,8.51210,1,Vanguard (Lagos),Three are killed by unknown gunmen in Makurdi on the evening of 08/08.,3
475,8062NIG,72319,09/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Delta,Sapele,,Sapele,5.89405,5.67666,1,Leadership (Abuja),Youths forced the temporary closing of a church during a protest which accused its Bishop of corruption.,0
475,8063NIG,72320,09/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Damboa,,Damboa,11.15604,12.75758,2,Leadership (Abuja),Boko Haram abducts six and kills four in Nwajurko village in Damboa local government area of Borno State.,4
475,8064NIG,72321,10/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,The Sun (Nigeria),Protesters gather at the national assembly to demonstrate against alleged federal interference of Rivers State elections. The group threatened further protests if their demands were not met.,0
475,8065NIG,72322,10/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Oyo,Akinyele,,Ibadan,7.43333,3.91667,1,Vanguard (Lagos),Teachers protest over the non-payment of salaries.,0
475,8066NIG,72323,10/08/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Unidentified Armed Group (Nigeria),,3,13,Nigeria,Plateau,Barkin Ladi,,Bisichi,9.71667,8.91667,1,Daily Trust (Abuja),At least six persons including a security agent with the Special Task Force (STF) sustained injuries when unknown gunmen attacked Bisichi community on 10/08. The shooting lasted long enough for security forces to respond.,0
475,8067NIG,72324,10/08/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Benue,Ukum,,Zaki Biam,7.51667,9.61667,1,Vanguard (Lagos),"Unknown gunmen on motorcycle killed three people including a former lawmaker in Zaki-Biam, Ukum LGA of Benue State.",3
475,8068NIG,72325,10/08/2015,2015,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Ondo,Akoko North East,,Ikare-Akoko,7.51667,5.75000,1,The Sun (Nigeria),Members of a Fulani militia reportedly attack and kill a suspected cattle thief in Ikare-Akoko.,1
475,8069NIG,72326,11/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),Students (Nigeria),6,,,0,60,Nigeria,Oyo,Akinyele,,Ibadan,7.43333,3.91667,1,The Nation (Nigeria),Students in Idadan protest for two consecutive days following the death of a colleagues after a collision with a motorist.,0
475,8070NIG,72327,11/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Kwara,Irepodun,,Omu Aran,8.13333,5.10000,1,Daily Trust (Abuja),"Women and youth groups in Omu-Aran, Kwara State protested over high electricity bills on 11/08.",0
475,8071NIG,72328,11/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Maiduguri,,Maiduguri,11.84644,13.16027,2,Vanguard (Lagos),"Boko Haram attacks Bale Mamman near Maiduguri on 11/08. Six killed, four abducted.",6
475,8072NIG,72329,11/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Hawul,,Sabon Gari,10.57260,12.15829,1,Agence France Presse,"Boko Haram targets a market in Sabon Gari, killing 47 and injuring dozens in a large explosion.",47
475,8073NIG,72330,11/08/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Plateau,Jos South,,Bukuru,9.79399,8.86397,2,This Day (Lagos),Unidentified gunmen attack and kill a man while travelling to Bukuru.,1
475,8074NIG,72331,11/08/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Plateau,Barkin Ladi,,Kassa,9.66667,9.06667,1,This Day (Lagos),Unidentified gunmen attacked and killed three men in Kassa.,3
475,8075NIG,72332,11/08/2015,2015,2,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria),7,37,Nigeria,Plateau,Barkin Ladi,,Sho Hills,9.51667,8.83333,1,This Day (Lagos),"The bodies of three Fulanis are discovered near Sho. Both the date of the attack, as well as its perpetrators are not known. Source dated 11/08.",3
475,8076NIG,72333,11/08/2015,2015,2,Violence against civilians,Odekpe Communal Militia (Nigeria),Echeno Communal Militia (Nigeria),4,Civilians (Nigeria),,7,47,Nigeria,Anambra,Anambra East,,Aguleri,6.32241,6.89021,1,The Sun (Nigeria),"Gunmen from Odekpe and Echeno communities attack Aguleri ""recently"", date not known. Four dead, three abducted.",4
475,8077NIG,72334,12/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ekiti,Ekiti West,,Aramoko-Ekiti,7.70927,5.04474,1,The Guardian,A local monarch leads a protest against persistent electricity outages in Aramoko-Ekiti. The protesters blocked a highway during a demonstration.,0
475,8078NIG,72335,12/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),Students (Nigeria),6,,,0,60,Nigeria,Oyo,Akinyele,,Ibadan,7.43333,3.91667,1,The Nation (Nigeria),Students in Idadan protest for two consecutive days following the death of a colleagues after a collision with a motorist.,0
475,8079NIG,72336,12/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),APC: All Progressives Congress,6,Police Forces of Nigeria (2015-),,1,16,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,Premium Times,APC supporters are tear gassed by security officials as they protested at the electoral commission in Abuja.,0
475,8080NIG,72337,12/08/2015,2015,1,Battle-No change of territory,Unidentified Communal Militia (Nigeria),,4,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,24,Nigeria,Borno,Askira/Uba,,Askira,10.64697,12.91104,2,This Day (Lagos),"Seventeen members of Boko Haram were killed on the evening of 12/08 by local youth militia group in Lahou village (Askira/Uba), Borno state.",17
475,8081NIG,72338,13/08/2015,2015,2,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Delta,Oshimili South,,Asaba,6.20064,6.73385,1,The Sun (Nigeria),Youths protesting the detention of a group of suspected thieves attempt to burn a police station before they are arrested themselves. Date not clear: source dated 13/08.,0
475,8082NIG,72339,13/08/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Yobe,Gujba,,Buni Yadi,11.26889,11.99944,2,Agence France Presse,"Boko Haram attacks Kukuwa Tasha village, Gujba local government area of Yobe state on 13/08, battles military forces. Initial reports claim four members of Boko Haram, one civilian dead, though some witnesses claim eight were shot. Later reports from witnesses claim the attack and subsequent fighting was on intense the civilian population fled, 150+ drowning in a nearby river - Boko Haram may have facilitated the drowning. Further, one witness claims Boko Haram, upon entering the village, indiscriminately began opening fire on the villagers. The military, however, disputes these claims, though have confirmed a Boko Haram commander was killed in the fighting.",5
475,8083NIG,72340,13/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Yobe,Gujba,,Buni Yadi,11.26889,11.99944,2,Agence France Presse,Boko Haram reportedly killings the inhabitants of a remote village in Gujba LGA. Residents report as much as 150 dead after Boko Haram fired upon civilians and chased them into a lake. Local authorities say that as many as 50 may have died while the mil,50
475,8084NIG,72341,15/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Bayelsa,Ogbia,,Ogbia,4.77409,6.32686,1,The Nation (Nigeria),"Youths and kinsmen of former President Goodluck Jonathan in Ogbia, Bayelsa State protested an alleged plot by the Nigeria Content Management Development Board (NCMDB) to relocate a project in one of their communities, the politics of which were not articulated.",0
475,8085NIG,72342,15/08/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Askira/Uba,,Askira,10.64697,12.91104,2,Agence France Presse,A Boko Haram suicide attack on a market in Rumurigo village of Askira/Uba LGA kills the attacker and injures a security official.,1
475,8086NIG,72343,16/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Oyo,Akinyele,,Ibadan,7.43333,3.91667,1,Daily Trust (Abuja),Workers of the Nigerian Institute for Social and Economic Research protest over an appointee of a leadership position of the organization.,0
475,8087NIG,72344,16/08/2015,2015,1,Remote violence,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Gwoza,,Sambisa Forest Reserve,11.25000,13.41667,1,The Nation (Nigeria),Nigerian air forces launch an air raid on Boko Haram locations in Sambisa Forest. Causalities not known.,0
475,8088NIG,72345,17/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Ebonyi,Afikpo North,,Afikpo,5.89312,7.93735,1,Premium Times,"Youths violently protest prolonged power outages at an electricity company headquarters, destroying company property and barricading its entrance.",0
475,8089NIG,72346,17/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Cross River,Calabar Municipal,,Calabar,4.96667,8.33333,1,This Day (Lagos),"The Nigeria Labour Congress Private Sector (NLCPS), and the National Union of Electricity Employee (NUEE), Cross River State chapter, on 18/08 prevented workers from entering the premises of the Calabar Office of the Port Harcourt Electricity Distribution Company (PHEDC) in protest of poor working conditions.",0
475,8090NIG,72347,17/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Kaduna,Kaduna North,,Kaduna,10.52224,7.43828,1,Premium Times,"Commercial printers, traders and artisans occupying shops along Lokoja, Gwari and Muri Roads in the Kaduna metropolis held a demonstration on 17/08, protesting plans by the state government to demolish their shops.",0
475,8091NIG,72348,17/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Imo,Ohaji/Egbema,,Ose-Mmahu,5.53985,6.72549,2,Daily Trust (Abuja),Youths of Unuagwo and Umuapu communities in Ohaji/Egbema Local Government Area of Imo State blocked the Owerri - Port Harcourt expressway in protest of its disrepair.,0
475,8092NIG,72349,17/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Adamawa,Yola North,,Yola,9.20000,12.48333,1,Daily Trust (Abuja),Health workers protest pay in Yola.,0
475,8093NIG,72350,17/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),MASSOB: Movement for the Actualization of a Sovereign State of Biafra,5,Military Forces of Nigeria (2015-),,1,15,Nigeria,Anambra,Onitsha North,,Onitsha,6.14543,6.78845,1,The Sun (Nigeria),"MASSOB supporters protest marginalization by the Igbo governor in Onitsha. There were reports of military and MASSOB members clashing during the protest; MASSOB claims two of its members were killed, a claim the military denies.",2
475,8094NIG,72351,17/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Mobbar,,Damasak,13.09771,12.49521,2,Agence France Presse,"Boko Haram raided the village of Awonori, a farming and herding village near the fishing town of Damasak, killed seven residents, carting away food supplies and livestock.",7
475,8095NIG,72352,17/08/2015,2015,1,Violence against civilians,Vigilante Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Lagos,Apapa,,Apapa,6.44556,3.35917,1,Daily Trust (Abuja),A vigilante mob set an alleged thief alight in Apapa.,1
475,8096NIG,72353,17/08/2015,2015,1,Violence against civilians,Vigilante Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Niger,Gurara,,Mararaba,9.28333,7.00000,1,Daily Trust (Abuja),Vigilantes kill two suspected motorcycle thieves.,2
475,8097NIG,72354,18/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Anambra,Awka North,,Amansee,6.25345,7.14458,1,Agence France Presse,Sex workers protest the demolition of brothels in Amansee. Many structures in a nearby market were destroyed when the protest became violent.,0
475,8098NIG,72355,18/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Delta,Ughelli South,,Otujeremi,5.43333,5.86667,1,Nigerian Tribune,"Locals forcibly shut down Otorogun Gas Plant in Ughelli South Local Government Area of Delta State in protest of ""the marginalisation of host communities.""",0
475,8099NIG,72356,18/08/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Gwoza,,Gwoza,11.10359,13.71298,1,The Sun (Nigeria),"Following a aerial bombardment on Boko Haram positions in Sambisa, the fleeing militants were engaged by soldiers at Gwoza. Military forces recovered weapons, and killed ""many"" members of the sect.",10
475,8100NIG,72357,18/08/2015,2015,1,Remote violence,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Gwoza,,Sambisa Forest Reserve,11.25000,13.41667,1,Leadership (Abuja),"Nigerian Air Forces launch an aerial bombardment of Sambisa Forest for the second time in a week. Military forces report the deaths ""of a number of them."" Other Boko Haram equipment was also reported destroyed. A military patrol engaged at Gwoza the militants as they fled.",10
475,8101NIG,72358,19/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),NANS: National Association of Nigerian Students,6,,,0,60,Nigeria,Lagos,Ojo,,Ojo,6.45382,3.20585,1,Vanguard (Lagos),Members of NANS locked the entrance of Lagos State University to demand the reopening of a building.,0
475,8102NIG,72359,19/08/2015,2015,1,Strategic development,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Yobe,Geidam,,Geidam,12.89700,11.93040,1,PM News,"Military forces arrest two ""key members"" of Boko Haram in Geidam. Date not reported, source dated 19/08.",0
475,8103NIG,72360,19/08/2015,2015,2,Violence against civilians,PDP: Peoples Democratic Party,,3,Civilians (Nigeria),APC: All Progressives Congress,7,37,Nigeria,Ebonyi,Ikwo,,Ikwo,6.07160,8.10280,2,Premium Times,Supporters of the APC are attacked and chased out of their homes by members of the PDP in Okworike Amagu in Ikwo LGA. Date of the attack not clear: source dated 19/08.,0
475,8104NIG,72361,19/08/2015,2015,1,Violence against civilians,Vigilante Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Ogun,Ado-Odo/Ota,,Oke Ore,6.68333,3.05000,1,PM News,"Following a court judgement following a land ownership dispute members of the winning side take the awarded property by force, killing one person.",1
475,8105NIG,72362,20/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),NLC: Nigeria Labour Congress,6,,,0,60,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Vanguard (Lagos),NLC and National Union of Electricity Employees (NUEE) members protest outside an electricity company headquarters over alleged unfair labour practices.,0
475,8106NIG,72363,20/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),NLC: Nigeria Labour Congress,6,,,0,60,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.92472,6.26417,1,Vanguard (Lagos),NLC and National Union of Electricity Employees (NUEE) members protest the Port Harcourt Electricity Distribution Company over alleged unfair labour practices.,0
475,8107NIG,72364,20/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),FRSC: Federal Road Safety Commission,5,Rioters (Nigeria),NURTW: National Union of Road Transport Workers,5,55,Nigeria,Osun,Osogbo,,Oshogbo,7.76667,4.56667,1,The Sun (Nigeria),"Officers of the Federal Roads Safety Commission (FRSC) and members of the National Union of Road Transport Workers (NURTW) clashed in Osogbo, the Osun State capital, with many people sustaining various degrees of injuries and seven vehicles destroyed. The fracas began after a member of the FRSC impounded a vehicle belonging to the NURTW.",0
