GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
475,2674NIG,66931,28/03/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,BBC Monitoring,"Rioting youths take to the streets of Jos, violently protesting the alleged killing of a friend by police.",0
475,2675NIG,66932,28/03/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,Police Forces of Nigeria (1999-2015),,1,15,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,BBC Monitoring,"Police push back rioting youths, dispersing them.",0
475,2676NIG,66933,28/03/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Oke Afa Communal Militia (Nigeria),,4,34,Nigeria,Lagos,Oshodi Isolo,,Isolo,6.52916,3.32172,1,All Africa,"People of a Isolo neighborhood for a vigilante group and fight back against harassment from thieves, lighting one on fire until he was dead.",1
475,2677NIG,66934,28/03/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (International),,7,37,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,All Africa,Unknown gunmen shot and killed an American doctor living in Benin following a church service.,1
475,2678NIG,66935,29/03/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Federal Capital Territory,Abuja Municipality,,Kurudu,8.93139,7.55000,1,All Africa,"The wife of Major General Abdurrahman, Nigerian Army, narrowly escaped with her life when gunmen broke into the couples house in the middle of the night.",0
475,2679NIG,66936,31/03/2010,2010,1,Riots/Protests,Protesters (Nigeria),TUC: Trade Union Congress,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,Reuters,"Thousands protest outside the headquarters of the electoral commission, demanding the removal of its chairman before the next election, April 2011.",0
475,2680NIG,66937,31/03/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Cross River,Calabar Municipal,,Calabar,4.96667,8.33333,1,All Africa,200 passengers aboard a Arik Airlines 737 escape near death following an attempted militant attack by ramming a automobile on the tarmac into the aircraft.,0
475,2681NIG,66938,31/03/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,Associated Press Newswires,Gunmen kidnap a Nigerian oil worker working for the French corporation Total.,0
475,2682NIG,66939,01/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),BYA: Bayelsa Youth Association,5,,,0,50,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.92472,6.26417,1,All Africa,The BYA took to the streets to protest against the re-nomination of the leader of the (EXCOF) Executive Council of the Federation.,0
475,2683NIG,66940,01/04/2010,2010,1,Violence against civilians,Police Forces of Nigeria (1999-2015),,1,Civilians (Nigeria),,7,17,Nigeria,Nasarawa,Karu,,Karu,8.99611,7.57556,1,All Africa,Police shoot and kill a commercial motorcyclist after failing to stop at a checkpoint. Police reportedly bludgeoned him to death.,1
475,2684NIG,66941,02/04/2010,2010,2,Battle-No change of territory,Oruku Communal Militia (Nigeria),,4,Umuode Communal Militia (Nigeria),,4,44,Nigeria,Abia,Osisioma Ngwa,,Umuode,5.11667,7.33330,1,All Africa,"Two dead, two injured and houses destroyed during a community clash over the construction of a market.",2
475,2685NIG,66942,03/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Lagos,Ajeromi Ifelodun,,Ajegunle,6.45679,3.34149,1,Agence France Presse,Youths riot against the killing of a man by police.,0
475,2686NIG,66943,03/04/2010,2010,1,Battle-No change of territory,Ekeremor Communal Militia (Nigeria),,4,Police Forces of Nigeria (1999-2015),,1,14,Nigeria,Bayelsa,Ekeremor,,Ekeremor,5.05563,5.78006,1,Reuters,Police restore calm after violence is caused between rival gangs over voting habits.,0
475,2687NIG,66944,03/04/2010,2010,1,Battle-No change of territory,Ekeremor Communal Militia (Nigeria),,4,Police Forces of Nigeria (1999-2015),,1,14,Nigeria,Bayelsa,Ekeremor,,Ekeremor,5.05563,5.78006,1,Reuters,Police restore calm after violence is caused between rival gangs over voting habits.,0
475,2688NIG,66945,03/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,Police Forces of Nigeria (1999-2015),,1,15,Nigeria,Lagos,Ajeromi Ifelodun,,Ajegunle,6.45679,3.34149,1,Agence France Presse,Police forcibly disperse rioters by firing teargas into the crowd.,0
475,2689NIG,66946,03/04/2010,2010,1,Battle-No change of territory,Ekeremor Communal Militia (Nigeria),,4,Ekeremor Communal Militia (Nigeria),,4,44,Nigeria,Bayelsa,Ekeremor,,Ekeremor,5.05563,5.78006,1,Reuters,Four are killed due to clashes between rival gangs. The reason for the violence is believed to be links to voting.,4
475,2690NIG,66947,04/04/2010,2010,1,Battle-No change of territory,Okada Motorcycle Militia,,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Nasarawa,Karu,,Karu,8.99611,7.57556,1,All Africa,Police and Okada riders motorcycle gang clash over a proposed road junction.,0
475,2691NIG,66948,04/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,All Africa,The former Kano State governor and former presidential aspirant (PDP) died after armed robbers assaulted him.,1
475,2692NIG,66949,04/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Imo,Owerri Municipal,,Owerri,5.48333,7.03041,3,All Africa,"Gunmen shoot a member of a team of operatives of the Economic and Financial Crimes Commission (EFCC), severely injuring him.",0
475,2693NIG,66950,05/04/2010,2010,1,Battle-No change of territory,Christian Militia (Nigeria),,4,Police Forces of Nigeria (1999-2015),,1,14,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,"Muslim and Christian militias once again clash in Jos, leaving one dead before police broke up the fighting.",1
475,2694NIG,66951,05/04/2010,2010,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),,4,Police Forces of Nigeria (1999-2015),,1,14,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,"Muslim and Christian militias once again clash in Jos, leaving one dead before police broke up the fighting.",0
475,2695NIG,66952,05/04/2010,2010,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),,4,Christian Militia (Nigeria),,4,44,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,"Muslim and Christian militias once again clash in Jos, leaving one dead before police broke up the fighting.",0
475,2696NIG,66953,05/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,APANEWS,"The former governor of Kano State, Alhaji Abubakar Rimi (PRP&PDP) died of heart failure after an encounter with armed robbers.",0
475,2697NIG,66954,07/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Edo,Esan West,,Ogwa,6.50427,6.20927,1,All Africa,A Ogwa trade union protests the lack of security in the State.,0
475,2698NIG,66955,07/04/2010,2010,1,Battle-No change of territory,Okada Motorcycle Militia,,3,Okpanan Communal Militia (Nigeria),,4,34,Nigeria,Delta,Oshimili North,,Okpanam,6.23758,6.64861,1,All Africa,Three are killed in a clash between an motorcycle gang and members of community after an argument gets out of control.,3
475,2699NIG,66956,07/04/2010,2010,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Plateau,Riyom,,Riyom,9.63333,8.76667,1,All Africa,Two are killed by Fulani militiamen as they fed their cows.,2
475,2700NIG,66957,08/04/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,All Africa,Police arrest 15 suspects believed to be in connection with the robbery and death of former governor Rimi.,0
475,2701NIG,66958,09/04/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,Agence France Presse,Gunmen kill a police officer as they kidnap three Syrians and a Lebanese national.,1
475,2702NIG,66959,09/04/2010,2010,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),,4,Berom Ethnic Militia (Nigeria),,4,44,Nigeria,Plateau,Jos South,,Turu,9.68333,8.76667,1,All Africa,"One person confirmed dead, while another is still missing following a clash between Fulanis and Beroms.",1
475,2703NIG,66960,09/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (International),Civilians (International),7,37,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,Agence France Presse,Gunmen kidnap three Syrians and one Lebanese in the Delta region.,0
475,2704NIG,66961,10/04/2010,2010,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),,4,Berom Ethnic Militia (Nigeria),,4,44,Nigeria,Plateau,Jos South,,Kuru Karama,9.71667,8.85000,1,Agence France Presse,Fulani militia burn the homes of Christians in rural Plateau State.,0
475,2705NIG,66962,11/04/2010,2010,1,Strategic development,Military Forces of Nigeria (1999-2015),,1,,,0,10,Nigeria,Benue,Makurdi,,Makurdi,7.74110,8.51210,1,All Africa,Soldiers storm the office of BLTC alleging fellow soldier was killed by a member of the corporation. Staff of Benue Links who preferred anonymity told our correspondent that the soldiers who were armed started shooting into the air,0
475,2706NIG,66963,11/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),AC: Action Congress,5,,,0,50,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,All Africa,Members and supports of AC protested over the announcement that a rival politician was awarded a political seat.,0
475,2707NIG,66964,11/04/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (1999-2015),,1,13,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,All Africa,Two military members are attacked by men with clubs.,0
475,2708NIG,66965,12/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),ADDLS: Association of Danfo Drivers of Lagos State,5,,,0,50,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,2,All Africa,"Members of ADDLS, an organization of commercial bus drivers protest LASTMA, the transportation authority for their alleged extortionist activities against them in rural Lagos State.",0
475,2709NIG,66966,12/04/2010,2010,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,Three Muslims are seriously injured after an explosive device detonated in their room. It is unclear if the bomb was planted or the victims were building the weapon.,0
475,2710NIG,66967,13/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters,Hundreds of youths march demanding that acting President Jonathan implement electoral reforms to ensure credible polls in next years election.,0
475,2711NIG,66968,13/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,All Africa,"An unknown person lobs a grenade into a crowded street, amputating limbs and injuring others.",0
475,2712NIG,66969,13/04/2010,2010,1,Violence against civilians,Muslim Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Bauchi,Tafawa Balewa,,Boto,9.73333,9.23333,1,Agence France Presse,"A Muslim group kidnaps a Pentecostal pastor and his wife. Their bodies were discovered two days later, burnt.",2
475,2713NIG,66970,14/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Plateau,Barkin Ladi,,Barkin Ladi,9.53333,8.90000,1,All Africa,One killed and several others injured when a gang of youths barricade a road and started attacking passengers and passersby.,1
475,2714NIG,66971,18/04/2010,2010,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),,4,Military Forces of Nigeria (1999-2015),,1,14,Nigeria,Plateau,Barkin Ladi,,Bisichi,9.71667,8.91667,1,Agence France Presse,The army shot dead two Fulani Muslim extremists who where planning an attack on a Christian village.,2
475,2715NIG,66972,18/04/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Area Boys Militia,,3,33,Nigeria,Ogun,Ado-Odo/Ota,,Sanngo-Ota,6.70530,3.23981,1,All Africa,Hoodlums clash leaving a passerby dead.,1
475,2716NIG,66973,18/04/2010,2010,1,Battle-No change of territory,Berom Ethnic Militia (Nigeria),,4,Fulani Ethnic Militia (Nigeria),,4,44,Nigeria,Kaduna,Kajuru,,Kajuru,10.31921,7.68924,1,Agence France Presse,Three Fulani Muslims are attack by members of the Christian Berom militia in an apparent reprisal attack for past violence at the hands of the Fulanis.,0
475,2717NIG,66974,18/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (International),,7,37,Nigeria,Abia,Ukwa West,,Imo River,4.88458,7.17360,1,Associated Press Newswires,Gunmen kidnap two Germans.,0
475,2718NIG,66975,18/04/2010,2010,1,Violence against civilians,Military Forces of Nigeria (1999-2015),,1,Civilians (Nigeria),,7,17,Nigeria,Plateau,Barkin Ladi,,Bisichi,9.71667,8.91667,1,BBC Monitoring,Soldiers kill two civilians after they mistakenly thought they were firing at them.,2
475,2719NIG,66976,18/04/2010,2010,1,Violence against civilians,Area Boys Militia,,3,Civilians (Nigeria),,7,37,Nigeria,Ogun,Ado-Odo/Ota,,Sanngo-Ota,6.70530,3.23981,1,All Africa,A gang fight along a road leaves an innocent victim dead.,1
475,2720NIG,66977,19/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),NANS: National Association of Nigerian Students,6,,,0,60,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,All Africa,Large numbers take to the streets protesting the witch-hunting of a politician by his opponents.,0
475,2721NIG,66978,19/04/2010,2010,1,Battle-No change of territory,NANS: National Association of Nigerian Students,,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Delta,Isoko North,,Oghara,5.48422,6.07851,1,All Africa,Police clash with political protesters denouncing the witch-hunt of a preferred politician.,0
475,2722NIG,66979,19/04/2010,2010,1,Violence against civilians,Berom Ethnic Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Muslim Group (Nigeria),7,47,Nigeria,Plateau,Jos South,,Kuru Karama,9.71667,8.85000,1,Human Rights Watch,"Beroms attack Kuru Karama, leaving more than 170 Fulani Muslims dead.",170
475,2723NIG,66980,19/04/2010,2010,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Plateau,Riyom,,Riyom,9.63333,8.76667,1,Agence France Presse,"Two Christian farmers were shot dead by Fulani nomads, others missing.",2
475,2724NIG,66981,20/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Kaduna,Birnin Gwari,,Ungwan-Marafa,11.00690,6.51731,1,Agence France Presse,"Two inmates are killed, countless others injured during a riot and attempted prison break at Kaduna prison. Many are attributing the riot to severe overcrowding.",2
475,2725NIG,66982,20/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,Police Forces of Nigeria (1999-2015),,1,15,Nigeria,Kaduna,Birnin Gwari,,Ungwan-Marafa,11.00690,6.51731,1,All Africa,Police open fire and kill ten attempted jail break/rioters in a Kaduna State Prison.,10
475,2726NIG,66983,21/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),NANS: National Association of Nigerian Students,6,,,0,60,Nigeria,Delta,Isoko North,,Oghara,5.48422,6.07851,1,All Africa,Large numbers take to the streets protesting the witch-hunting of a politician by his opponents.,0
475,2727NIG,66984,21/04/2010,2010,1,Battle-No change of territory,NANS: National Association of Nigerian Students,,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Delta,Isoko North,,Oghara,5.48422,6.07851,1,IOL,Rioting students prevent police from arresting a politician.,0
475,2728NIG,66985,22/04/2010,2010,1,Battle-No change of territory,Ezillo Ethnic Militia (Nigeria),,4,Police Forces of Nigeria (1999-2015),,1,14,Nigeria,Cross River,Abi,,Akpoha-Igbo,5.99294,8.01224,1,BBC Monitoring,Police arrest members of a militia believed to be involved in an earlier clash between Ezza and Ezillo groups.,0
475,2729NIG,66986,22/04/2010,2010,1,Battle-No change of territory,Ezza Ethnic Militia (Nigeria),,4,Police Forces of Nigeria (1999-2015),,1,14,Nigeria,Cross River,Abi,,Akpoha-Igbo,5.99294,8.01224,1,BBC Monitoring,Police arrest members of a militia believed to be involved in an earlier clash between Ezza and Ezillo groups.,0
475,2730NIG,66987,23/04/2010,2010,1,Battle-No change of territory,Jie Ethnic Militia (Nigeria),,4,Military Forces of Nigeria (1999-2015),,1,14,Nigeria,Niger,Rijau,,Rafi Na Kacheri,11.20052,4.94391,1,All Africa,Military forces kill four Jie warriors in an effort to end a inter-ethnic conflict.,0
475,2731NIG,66988,23/04/2010,2010,1,Battle-No change of territory,Jie Ethnic Militia (Nigeria),,4,Jie Ethnic Militia (Nigeria),,4,44,Nigeria,Niger,Rijau,,Rafi Na Kacheri,11.20052,4.94391,1,All Africa,Two factions of the Jie tribe clash before members of the military attempt to dissolve the problem.,0
475,2732NIG,66989,24/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),Muslim Group (Nigeria),5,,,0,50,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,"Muslim youths riot, targeting Christians seeking revenge for the death of a Muslim teenager.",0
475,2733NIG,66990,24/04/2010,2010,1,Battle-No change of territory,Muslim Militia (Nigeria),,4,Police Forces of Nigeria (1999-2015),,1,14,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,Police fight to disperse rioting Muslim youths who are targeting Christians in revenge.,0
475,2734NIG,66991,24/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Agence France Presse,"Unknown gunmen break into the home of a journalist, killing him.",1
475,2735NIG,66992,24/04/2010,2010,1,Violence against civilians,Muslim Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,A Muslim militant group kill two journalists working for the Christian magazine the Light Bearer.,2
475,2736NIG,66993,24/04/2010,2010,1,Violence against civilians,Muslim Militia (Nigeria),,4,Civilians (Nigeria),Christian Group (Nigeria),7,47,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,Four dead as Muslim youths target Christians seeking revenge for the death of a Muslim teenager.,4
475,2737NIG,66994,25/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),Owevwe Ethnic Grooup (Nigeria),6,,,0,60,Nigeria,Delta,Ughelli North,,Owevwe,5.50873,6.05464,1,All Africa,Members of the Owevwe community protest the Delta States non-construction of a 13-kilometer road in the area.,0
475,2738NIG,66995,25/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.92472,6.26417,1,All Africa,200 ex-militants protest their lack of payment promised by the government to end their active militancy under amnesty.,0
475,2739NIG,66996,25/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Ughelli North,,Ughelli,5.48986,6.00743,1,All Africa,"Two are killed by suspected ritualists, having their hearts and other body parts removed.",2
475,2740NIG,66997,26/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,All Africa,Applicants to the Independent National Electoral Commission (INEC) staged a protest over their inability to write exams set by the commission.,0
475,2741NIG,66998,27/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),PSF: PDP Stability Forum,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,All Africa,A pro-democracy group known as the PSF protested the alleged action to impeach President YarAdua by acting President Jonathan.,0
475,2742NIG,66999,27/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,All Africa,Hundred of protesters storm the National Executive Committee (NEC) meeting of the PDP to protest against the plot to remove the partys National Chairman Vincent Ogbulafor.,0
475,2743NIG,67000,27/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Delta,Uvwie,,Effurun,5.55463,5.78624,1,BBC Monitoring,Hundreds of youths protest the alleged persecution fo former Delta State governor James Inori.,0
475,2744NIG,67001,27/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Delta,Ethiope East,,Eku,5.76667,6.05000,1,All Africa,Hundreds of youths protest the alleged persecution of former Delta State governor James Inori.,0
475,2745NIG,67002,27/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,BBC Monitoring,Hundreds of youths protest the alleged persecution of former Delta State governor James Inori.,0
475,2746NIG,67003,27/04/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,Xinhua News,Police kill four kidnappers during an attempted abduction.,4
475,2747NIG,67004,27/04/2010,2010,1,Battle-No change of territory,Police Forces of Nigeria (1999-2015),,1,Unidentified Armed Group (Nigeria),,3,13,Nigeria,Delta,Ughelli North,,Ughelli,5.48986,6.00743,1,All Africa,Police arrest three in connection with a murder that occurred on 4/25. They were suspected ritualists.,0
475,2748NIG,67005,27/04/2010,2010,1,Battle-No change of territory,Awori Ethnic Militia (Nigeria),,4,Egbas Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Boluwaduro,,Otan Aiyegbaju,7.95000,4.80000,1,All Africa,Three are killed in an political and ethnic clash in Ogun State.,3
475,2749NIG,67006,27/04/2010,2010,1,Violence against civilians,Muslim Militia (Nigeria),,4,Civilians (Nigeria),Christian Group (Nigeria),7,47,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,Daily Times (Pakistan),"Muslims riot, targeting Christians and Christian churches in an apparent reprisal attack from an earlier offence.",0
475,2750NIG,67007,28/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),NDEC: Niger Delta Ethnic Coalition,5,,,0,50,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,All Africa,Hundreds of youths of the NDEC stage a protest for peace and an open invitation for all those who want to join their organization.,0
475,2751NIG,67008,29/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Anambra,Awka South,,Awka,6.21010,7.07412,1,All Africa,"Sparked by rumors of impeachment proceedings for the Amambra State Governor and Speaker of the House, many gather to protest this supposed action.",0
475,2752NIG,67009,29/04/2010,2010,1,Violence against civilians,Police Forces of Nigeria (1999-2015),,1,Civilians (Nigeria),,7,17,Nigeria,Lagos,Ibeju/Lekki,,Lekki,6.40948,4.09152,1,Vanguard,A police officer shot and killed a men for laughing at him.6,1
475,2753NIG,67010,29/04/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Xinhua News,Gunmen abduct four officials of the NAFDAC and kill one.,1
475,2754NIG,67011,30/04/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Lagos,Ajeromi Ifelodun,,Ajegunle,6.45679,3.34149,1,Vanguard,The killing of a boy at the hands of police incites a riot in protest.,0
475,2755NIG,67012,30/04/2010,2010,1,Riots/Protests,Protesters (Nigeria),NUJ: Nigerian Union of Journalists,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,APANEWS,"Nigerian journalists, under the unifying banner of NUJ protest the incessant killings of their collogues.",0
475,2756NIG,67013,30/04/2010,2010,1,Violence against civilians,Police Forces of Nigeria (1999-2015),,1,Civilians (Nigeria),,7,17,Nigeria,Lagos,Ajeromi Ifelodun,,Ajegunle,6.45679,3.34149,1,Vanguard,A trigger-happy police officer shoots and kills a defenseless young boy.,1
475,2757NIG,67014,01/05/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,Police Forces of Nigeria (1999-2015),,1,15,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,All Africa,Street beggars attack members of the police force in Abuja.,0
475,2758NIG,67015,02/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Delta,Ughelli North,,Ughelli,5.48986,6.00743,1,All Africa,In an effort to bring attention to decaying roads in their region protesters set up a barricade across said road.,0
475,2759NIG,67016,02/05/2010,2010,1,Violence against civilians,Police Forces of Nigeria (1999-2015),,1,Civilians (Nigeria),,7,17,Nigeria,Bauchi,Darazo,,Mararaba,10.88333,10.61667,1,All Africa,Police kill the 21 year-old water vendor after they steal something from he and brother.,1
475,2760NIG,67017,02/05/2010,2010,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.92472,6.26417,1,Reuters,"A car, loaded with explosives, detonates outside the residence of the Deputy State Governor of Bayelsa State, Peremobowei Ebebi (PDP) in an apparent assassination attempt.",0
475,2761NIG,67018,02/05/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Oyo,Ogbomosho North,,Ogbomosho,8.13333,4.26667,2,All Africa,Hired assassins kill an electric contractor believing he in the Governor of Oyo State.,1
475,2762NIG,67019,03/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),NUJ: Nigerian Union of Journalists,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,APANEWS,Members of the NUJ protest the killings of their collogues.,0
475,2763NIG,67020,03/05/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,3,All Africa,"Kidnappers, armed with at least one AK-47 Soviet assault rifle, engage police in a gun battle.",0
475,2764NIG,67021,03/05/2010,2010,1,Violence against civilians,PDP: Peoples Democratic Party,,3,Civilians (Nigeria),,7,37,Nigeria,Kebbi,BirninKe,,Birnin Kebbi,12.45389,4.19750,1,All Africa,"An individual, suspected of being agents for the PDP, kill National Party of Nigeria (NPN) politician, Alhaji Ibrahim Dan-Illela and six others by means of running them down with his car.",7
475,2765NIG,67022,03/05/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,All Africa,"Gunmen shoot and kill yet another journalists, despite protests.",1
475,2766NIG,67023,04/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,All Africa,A group of women to took to the streets of Benin City to protest against government action to force on-street trading to be held to a higher standard on an ascetic level.,0
